ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
813/804,0.007,0.000,0.179,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/expr.py:1134(as_ordered_terms)
6303/6300,0.007,0.000,0.011,0.000,<frozen importlib._bootstrap>:1017(_handle_fromlist)
36161/32598,0.007,0.000,0.013,0.000,{built-in method builtins.hash}
18265/17612,0.006,0.000,0.020,0.000,{built-in method builtins.all}
2583/5,0.006,0.000,0.011,0.002,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/utilities/lambdify.py:1214(_imp_namespace)
50110,0.006,0.000,0.006,0.000,{method 'get' of 'dict' objects}
1327/1317,0.006,0.000,0.022,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:1031(__new__)
1880,0.006,0.000,0.008,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:19(_settling_flux)
15212,0.006,0.000,0.056,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:1413(__ne__)
7062,0.005,0.000,0.008,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/basic.py:113(__new__)
13584,0.005,0.000,0.005,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/facts.py:482(_tell)
1714,0.005,0.000,0.048,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/expr.py:1916(as_real_imag)
150/147,0.005,0.000,0.057,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/mul.py:178(flatten)
3613,0.005,0.000,0.033,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/numpy/lib/function_base.py:4690(append)
1564/1414,0.005,0.000,0.020,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/compatibility.py:476(_nodes)
21469,0.005,0.000,0.007,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:2282(__hash__)
13037,0.005,0.000,0.005,0.000,{built-in method builtins.max}
188,0.005,0.000,0.005,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:347(<listcomp>)
800/150,0.005,0.000,0.330,0.002,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/printing/str.py:48(_print_Add)
1008,0.005,0.000,0.010,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:1153(to_digits_exp)
11997,0.005,0.000,0.016,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:2243(__ne__)
43832,0.005,0.000,0.005,0.000,{method 'append' of 'list' objects}
1008,0.005,0.000,0.015,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:1205(to_str)
1714,0.005,0.000,0.097,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/expr.py:360(__complex__)
2529,0.004,0.000,0.033,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/basic.py:906(<listcomp>)
6631,0.004,0.000,0.015,0.000,<__array_function__ internals>:2(concatenate)
1714,0.004,0.000,0.008,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/evalf.py:1332(evalf)
217/157,0.004,0.000,0.139,0.001,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/printing/codeprinter.py:454(_print_Mul)
1542/1043,0.004,0.000,0.011,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/basic.py:189(compare)
217/157,0.004,0.000,0.135,0.001,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/printing/str.py:248(_print_Mul)
4666/4549,0.004,0.000,0.026,0.000,{built-in method builtins.sum}
1,0.004,0.004,0.005,0.005,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/numpy/lib/npyio.py:1200(savetxt)
332/330,0.004,0.000,0.008,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/llvmlite/binding/ffi.py:149(__call__)
7760/7614,0.004,0.000,0.054,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/assumptions.py:452(getit)
277/264,0.003,0.000,0.078,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/operations.py:46(__new__)
2221,0.003,0.000,0.016,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:1288(__neg__)
2069,0.003,0.000,0.008,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/utils/stream_filters.py:33(streams_from_units)
3613,0.003,0.000,0.010,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1716(ravel)
768/384,0.003,0.000,0.005,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/_system.py:950(units)
1469,0.003,0.000,0.007,0.000,/Users/yalinli_cabbi/OneDrive/Coding/tmo/thermosteam/_stream.py:913(_get_property_cache)
22746/22663,0.003,0.000,0.003,0.000,{built-in method builtins.len}
1714,0.003,0.000,0.007,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/expr.py:1088(key)
1008,0.003,0.000,0.021,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/printing/str.py:668(_print_Float)
2604,0.003,0.000,0.005,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/symbol.py:229(_sanitize)
813,0.003,0.000,0.004,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/expr.py:1062(_parse_order)
188,0.003,0.000,0.003,0.000,<lambdifygenerated-1>:1(_lambdifygenerated)
2093/924,0.003,0.000,0.281,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/printing/str.py:31(parenthesize)
3428,0.003,0.000,0.012,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:674(__float__)
3021,0.003,0.000,0.005,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:64(dps_to_prec)
298,0.003,0.000,0.007,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/mul.py:455(_gather)
188,0.003,0.000,0.003,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:358(<listcomp>)
188,0.003,0.000,0.003,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:361(<listcomp>)
188,0.003,0.000,0.003,0.000,<lambdifygenerated-3>:1(_lambdifygenerated)
2069,0.003,0.000,0.003,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/utils/stream_filters.py:34(<listcomp>)
188,0.003,0.000,0.003,0.000,<lambdifygenerated-4>:1(_lambdifygenerated)
1440,0.003,0.000,0.006,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/operations.py:94(_from_args)
3337,0.003,0.000,0.003,0.000,{method 'update' of 'dict' objects}
188,0.003,0.000,0.003,0.000,<lambdifygenerated-2>:1(_lambdifygenerated)
188,0.003,0.000,0.003,0.000,<lambdifygenerated-5>:1(_lambdifygenerated)
480/240,0.003,0.000,0.016,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/inspect.py:2206(_signature_from_callable)
189,0.003,0.000,0.045,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/_system.py:1433(_state_arr2dct)
188,0.003,0.000,0.003,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:360(<listcomp>)
7419,0.003,0.000,0.003,0.000,{built-in method __new__ of type object at 0x105396a08}
2906/2901,0.003,0.000,0.008,0.000,{built-in method builtins.any}
2311,0.003,0.000,0.024,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:699(_eval_subs)
2604,0.002,0.000,0.008,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/symbol.py:261(__new__)
2069,0.002,0.000,0.027,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/_system.py:991(streams)
1180,0.002,0.000,0.006,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/mul.py:842(as_coeff_Mul)
5,0.002,0.000,0.002,0.000,{built-in method builtins.compile}
240,0.002,0.000,0.006,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/inspect.py:2112(_signature_from_function)
515,0.002,0.000,0.012,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/power.py:791(_eval_subs)
7604,0.002,0.000,0.002,0.000,{built-in method gmpy2._mpmath_normalize}
188,0.002,0.000,0.008,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_suspended_growth_bioreactor.py:224(dy_dt)
125,0.002,0.000,0.011,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/add.py:159(flatten)
3613,0.002,0.000,0.040,0.000,<__array_function__ internals>:2(append)
1714,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/expr.py:1077(neg)
7273,0.002,0.000,0.007,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/numpy/core/_asarray.py:110(asanyarray)
14239,0.002,0.000,0.002,0.000,/Users/yalinli_cabbi/OneDrive/Coding/tmo/thermosteam/utils/decorators/registered.py:70(ID)
1999,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:850(gmpy_mpf_mul)
90/60,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/thermo/utils/t_dependent_property.py:1063(__repr__)
1504,0.002,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/symbol.py:313(_eval_subs)
2098,0.002,0.000,0.008,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/thermo/utils/t_dependent_property.py:1895(T_dependent_property)
705,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/free_properties/_free_property.py:71(__init__)
40,0.002,0.000,0.005,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/assumptions.py:526(__init__)
710,0.002,0.000,0.019,0.000,{method 'sort' of 'list' objects}
1900,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_suspended_growth_bioreactor.py:176(_state_locator)
1327,0.002,0.000,0.004,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/sympify.py:58(_is_numpy_instance)
8387,0.002,0.000,0.002,0.000,{built-in method gmpy2.mpz}
3650,0.002,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/sympify.py:14(__init__)
3613,0.002,0.000,0.016,0.000,<__array_function__ internals>:2(ravel)
281,0.002,0.000,0.004,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/basic.py:1792(_exec_constructor_postprocessors)
2717,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/operations.py:406(make_args)
2069,0.002,0.000,0.031,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/_system.py:997(feeds)
3428,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:454(to_float)
1836,0.002,0.000,0.028,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:1462(__lt__)
5650,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:330(from_int)
5760,0.002,0.000,0.002,0.000,{built-in method builtins.min}
1504,0.002,0.000,0.030,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/_system.py:1471(<listcomp>)
3652,0.002,0.000,0.002,0.000,{method 'ravel' of 'numpy.ndarray' objects}
31,0.002,0.000,0.205,0.007,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/scipy/integrate/_ivp/rk.py:14(rk_step)
480,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/inspect.py:2760(__init__)
8855,0.002,0.000,0.002,0.000,{method 'add' of 'set' objects}
1414,0.002,0.000,0.013,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/basic.py:1518(count)
188,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/_system.py:1427(_dstate_dct2arr)
2069,0.002,0.000,0.002,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/utils/stream_filters.py:66(<listcomp>)
1307,0.002,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:410(from_float)
800,0.002,0.000,0.180,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/printing/printer.py:338(_as_ordered_terms)
1402,0.002,0.000,0.023,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/printing/precedence.py:79(precedence_Float)
4029,0.002,0.000,0.002,0.000,{built-in method builtins.round}
2069,0.002,0.000,0.005,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/utils/stream_filters.py:71(filter_out_missing_streams)
436,0.002,0.000,0.025,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/expr.py:1303(args_cnc)
3195,0.002,0.000,0.002,0.000,{built-in method gmpy2._mpmath_create}
2069,0.002,0.000,0.002,0.000,{method 'intersection_update' of 'set' objects}
2213,0.002,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/exprtools.py:212(decompose_power)
2069,0.002,0.000,0.002,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/utils/stream_filters.py:72(<listcomp>)
2175,0.001,0.000,0.001,0.000,{method 'update' of 'set' objects}
3084,0.001,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/core.py:73(__cmp__)
1414,0.001,0.000,0.004,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/basic.py:2052(_make_find_query)
1322/669,0.001,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/expr.py:404(is_number)
2005,0.001,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:626(mpf_lt)
197,0.001,0.000,0.012,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/_waste_stream.py:807(get_mass_concentration)
1260,0.001,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/thermo/volume.py:540(calculate)
2828,0.001,0.000,0.005,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/basic.py:1521(<genexpr>)
1481,0.001,0.000,0.031,0.000,/Users/yalinli_cabbi/OneDrive/Coding/tmo/thermosteam/_stream.py:840(F_vol)
2221,0.001,0.000,0.001,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:663(mpf_neg)
5425,0.001,0.000,0.001,0.000,{method 'startswith' of 'str' objects}
960,0.001,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/inspect.py:2477(__init__)
2005,0.001,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:574(mpf_cmp)
240,0.001,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/inspect.py:3045(__str__)
1008,0.001,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:59(prec_to_dps)
172,0.001,0.000,0.015,0.000,/Users/yalinli_cabbi/OneDrive/Coding/tmo/thermosteam/mixture/ideal_mixture_model.py:56(<listcomp>)
1226/1222,0.001,0.000,0.008,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:2198(__mul__)
10,0.001,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/textwrap.py:233(_wrap_chunks)
10,0.001,0.000,0.001,0.000,{method 'split' of 're.Pattern' objects}
754,0.001,0.000,0.008,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/thermo/volume.py:608(calculate_P)
868,0.001,0.000,0.006,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/printing/precedence.py:61(precedence_Mul)
1445,0.001,0.000,0.023,0.000,/Users/yalinli_cabbi/OneDrive/Coding/tmo/thermosteam/_stream.py:963(V)
6500,0.001,0.000,0.001,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/basic.py:686(func)
191,0.001,0.000,0.006,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:275(_state_locator)
197,0.001,0.000,0.001,0.000,/Users/yalinli_cabbi/OneDrive/Coding/tmo/thermosteam/indexer.py:300(__getitem__)
1877,0.001,0.000,0.003,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:2074(_as_mpf_val)
3684,0.001,0.000,0.001,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/numbers.py:1215(_hashable_content)
2023,0.001,0.000,0.006,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/mul.py:1990(<lambda>)
2955,0.001,0.000,0.002,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/free_properties/_free_property.py:82(__float__)
412/313,0.001,0.000,0.032,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/assumptions.py:464(_ask)
2955,0.001,0.000,0.001,0.000,/Users/yalinli_cabbi/OneDrive/Coding/tmo/thermosteam/indexer.py:966(MassFlowProperty)
1909,0.001,0.000,0.001,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/add.py:873(_eval_subs)
3510,0.001,0.000,0.001,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/logic.py:92(fuzzy_bool)
280,0.001,0.000,0.005,0.000,/Users/yalinli_cabbi/OneDrive/Coding/tmo/thermosteam/indexer.py:975(by_mass)
2649,0.001,0.000,0.001,0.000,{built-in method math.log}
90,0.001,0.000,0.046,0.001,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/_component.py:587(get_missing_properties)
870,0.001,0.000,0.005,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/core/function.py:62(_coeff_isneg)
189,0.001,0.000,0.005,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:287(_dstate_locator)
2842,0.001,0.000,0.001,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/thermo/utils/t_dependent_property.py:1763(test_property_validity)
500,0.001,0.000,0.001,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/sympy/functions/elementary/exponential.py:203(__instancecheck__)
