,TSS1,TSS2,TSS3,TSS4,TSS5,TSS6,TSS7,TSS8,TSS9,TSS10
C2,14.3255,20.8756,34.2948,81.0276,423.2035,423.2035,423.2035,423.2035,3710.6,7348.3
