,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_c,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cat,S_an
AD1,12.4,5.5,107.4,12.3,14,17.6,89.3,0.00025055,55.5,1141.2,1323,130.9,107.9,20.5,84.2,43.6,312.2,931.7,338.4,325.8,101.1,677.2,284.8,17216.2,3.57E-40,5.2
