,biocrude_yield,fuel_yield,MFSP,GWP
86,0.87,0.43331268433564346,3.811808091200985,-6.95567682318429
87,0.88,0.44280613362655263,3.409487307425945,-7.069440915008668
88,0.89,0.44317693953737847,3.426293378636841,-6.875243101668475
89,0.9,0.45045783615774665,3.38988425676107,-6.7840318003805855
90,0.91,0.45597524972824227,3.372578094675552,-6.609207436708607
91,0.92,0.4690861609898956,4.511229081986794e+35,-5.60030421934739
92,0.93,0.46475010440404196,0.0,-6.273464510989305
93,0.94,0.47515385673649274,3.306751637697414,-6.069685478748024
94,0.95,0.4750444183325115,3.3277161678060905,-5.903346156904933
95,0.96,0.48024194522429725,3.3158494475133664,-5.735679081624584
96,0.97,0.489092155561481,3.2848175731278992,-5.513482350685326
97,0.98,0.4920642597632586,3.291886088653956,-5.3858075961083065
98,0.99,0.4964517495740092,3.2842305949205355,-5.18787676112767
