	-	-	ReCiPe Endpoint (E,A) (obsolete)	ReCiPe Endpoint (E,A) (obsolete)	ReCiPe Endpoint (E,A) (obsolete)	ReCiPe Endpoint (H,A) (obsolete)	ReCiPe Endpoint (H,A) (obsolete)	ReCiPe Endpoint (H,A) (obsolete)	ReCiPe Endpoint (I,A) (obsolete)	ReCiPe Endpoint (I,A) (obsolete)	ReCiPe Endpoint (I,A) (obsolete)	TRACI (obsolete)
	-	-	ecosystem quality	human health	resources	ecosystem quality	human health	resources	ecosystem quality	human health	resources	environmental impact
	activity name	functional unit	total	total	total	total	total	total	total	total	total	global warming
0			points	points	points	points	points	points	points	points	points	kg CO2-Eq
1	market for shale brick	kilogram	0.020937175763092657	0.027255802412372576	0.03251257384938986	0.007214551090530015	0.009764379747366325	0.03251257384938986	0.00695888499912954	0.008369188559633721	0.05953732872217807	0.23978015271017178
2	market for clay brick	kilogram	0.016540686955651664	0.025018576926614723	0.011688753454050616	0.0096979655860076	0.01141573128167627	0.011688753454050616	0.009043887400053307	0.00964281248716374	0.011590874024275137	0.31101126222778464
3	market for sand-lime brick	kilogram	0.011058229498427705	0.014949843895399486	0.005542770137083059	0.00632662561981676	0.007003175953059003	0.005542770137083059	0.005029875667640467	0.0058385361616204775	0.005568907497897815	0.18261264406020994
4	market for light clay brick	kilogram	0.014705053214787947	0.015230637905811467	0.0093599595713824	0.010223531835534509	0.0062864804992143215	0.0093599595713824	0.009122675214941247	0.005682580712397115	0.009346008950166752	0.1611537143473335
5	market for waste brick	kilogram	-0.000636726238321781	-0.001658008124015708	-0.000650494842679181	-0.00021566173537022648	-0.0009769468508318087	-0.000650494842679181	-0.00021275447665515746	-0.0008364790059051797	-0.0006200517770146345	-0.01082660578102564
6	market for flyash brick	kilogram	0.04960180580311703	0.11274095235566783	0.09108469587724632	0.026020770421117233	0.026868373528789187	0.09108469587724632	0.023688538463291657	0.021785952843203338	0.07834096935321569	0.5789625500590913
