t	X_CHL	X_ALG	X_PG	X_TAG	S_CO2	S_A	S_G	S_O2	S_NH	S_NO	S_P	X_N_ALG	X_P_ALG	Q
0.194444444	0	0	0	0	30	5	5	5	20.22190542	16.41	0.084953075	0	0	421.8611433
0.197916667	0	0	0	0	30	5	5	5	20.14866322	16.41	0.084952958	0	0	421.8611433
0.201388889	0	0	0	0	30	5	5	5	20.07569705	16.41	0.08495312	0	0	421.8611433
0.204861111	0	0	0	0	30	5	5	5	20.00301876	16.41	0.084953562	0	0	421.8611433
0.208333333	0	0	0	0	30	5	5	5	19.93064013	16.41	0.08495428	0	0	421.8611433
0.211805556	0	0	0	0	30	5	5	5	19.85857283	16.41	0.084955275	0	0	421.8611433
0.215277778	0	0	0	0	30	5	5	5	19.78682846	16.41	0.084956544	0	0	421.8611433
0.21875	0	0	0	0	30	5	5	5	19.71541854	16.41	0.084958087	0	0	421.8611433
0.222222222	0	0	0	0	30	5	5	5	19.64435446	16.41	0.084959902	0	0	421.8611433
0.225694444	0	0	0	0	30	5	5	5	19.57364755	16.41	0.084961987	0	0	421.8611433
0.229166667	0	0	0	0	30	5	5	5	19.50330901	16.41	0.084964342	0	0	421.8611433
0.232638889	0	0	0	0	30	5	5	5	19.43334992	16.41	0.084966966	0	0	421.8611433
0.236111111	0	0	0	0	30	5	5	5	19.36378127	16.41	0.084969856	0	0	421.8611433
0.239583333	0	0	0	0	30	5	5	5	19.29461393	16.41	0.084973012	0	0	421.8611433
0.243055556	0	0	0	0	30	5	5	5	19.22585863	16.41	0.084976432	0	0	421.8611433
0.246527778	0	0	0	0	30	5	5	5	19.15752597	16.41	0.084980116	0	0	421.8611433
0.25	0	0	0	0	30	5	5	5	19.08962644	16.41	0.084984061	0	0	421.8611433
0.253472222	0	0	0	0	30	5	5	5	19.02217038	16.41	0.084988268	0	0	421.8611433
0.256944444	0	0	0	0	30	5	5	5	18.95516799	16.41	0.084992733	0	0	421.8611433
0.260416667	0	0	0	0	30	5	5	5	18.88862932	16.41	0.084997457	0	0	421.8611433
0.263888889	0	0	0	0	30	5	5	5	18.82256428	16.41	0.085002437	0	0	421.8611433
0.267361111	0	0	0	0	30	5	5	5	18.75698263	16.41	0.085007673	0	0	421.8611433
0.270833333	0	0	0	0	30	5	5	5	18.69189395	16.41	0.085013163	0	0	421.8611433
0.274305556	0	0	0	0	30	5	5	5	18.62730769	16.41	0.085018907	0	0	421.8611433
0.277777778	0	0	0	0	30	5	5	5	18.56323311	16.41	0.085024902	0	0	421.8611433
0.28125	0	0	0	0	30	5	5	5	18.49967931	16.41	0.085031147	0	0	421.8611433
0.284722222	0	0	0	0	30	5	5	5	18.43665523	16.41	0.085037642	0	0	421.8611433
0.288194444	0	0	0	0	30	5	5	5	18.3741696	16.41	0.085044386	0	0	421.8611433
0.291666667	0	0	0	0	30	5	5	5	18.312231	16.41	0.085051376	0	0	421.8611433
0.295138889	0	0	0	0	30	5	5	5	18.25084782	16.41	0.085058611	0	0	421.8611433
0.298611111	0	0	0	0	30	5	5	5	18.19002825	16.41	0.085066091	0	0	421.8611433
0.302083333	0	0	0	0	30	5	5	5	18.12978031	16.41	0.085073814	0	0	421.8611433
0.305555556	0	0	0	0	30	5	5	5	18.0701118	16.41	0.08508178	0	0	421.8611433
0.309027778	0	0	0	0	30	5	5	5	18.01103036	16.41	0.085089985	0	0	421.8611433
0.3125	0	0	0	0	30	5	5	5	17.95254339	16.41	0.085098431	0	0	421.8611433
0.315972222	0	0	0	0	30	5	5	5	17.89465811	16.41	0.085107115	0	0	421.8611433
0.319444444	0	0	0	0	30	5	5	5	17.83738154	16.41	0.085116036	0	0	421.8611433
0.322916667	0	0	0	0	30	5	5	5	17.78072047	16.41	0.085125192	0	0	421.8611433
0.326388889	0	0	0	0	30	5	5	5	17.7246815	16.41	0.085134584	0	0	421.8611433
0.329861111	0	0	0	0	30	5	5	5	17.66927101	16.41	0.085144209	0	0	421.8611433
0.333333333	0	0	0	0	30	5	5	5	17.61449515	16.41	0.085154067	0	0	421.8611433
0.336805556	0	0	0	0	30	5	5	5	17.56035987	16.41	0.085164156	0	0	421.8611433
0.340277778	0	0	0	0	30	5	5	5	17.5068709	16.41	0.085174475	0	0	421.8611433
0.34375	0	0	0	0	30	5	5	5	17.45403373	16.41	0.085185022	0	0	421.8611433
0.347222222	0	0	0	0	30	5	5	5	17.40185365	16.41	0.085195798	0	0	421.8611433
0.350694444	0	0	0	0	30	5	5	5	17.35033572	16.41	0.0852068	0	0	421.8611433
0.354166667	0	0	0	0	30	5	5	5	17.29948475	16.41	0.085218028	0	0	421.8611433
0.357638889	0	0	0	0	30	5	5	5	17.24930534	16.41	0.08522948	0	0	421.8611433
0.361111111	0	0	0	0	30	5	5	5	17.19980187	16.41	0.085241155	0	0	421.8611433
0.364583333	0	0	0	0	30	5	5	5	17.15097847	16.41	0.085253052	0	0	421.8611433
0.368055556	0	0	0	0	30	5	5	5	17.10283904	16.41	0.08526517	0	0	421.8611433
0.371527778	0	0	0	0	30	5	5	5	17.05538725	16.41	0.085277508	0	0	421.8611433
0.375	0	0	0	0	30	5	5	5	17.00862655	16.41	0.085290065	0	0	421.8611433
0.378472222	0	0	0	0	30	5	5	5	16.96256014	16.41	0.085302839	0	0	421.8611433
0.381944444	0	0	0	0	30	5	5	5	16.91719097	16.41	0.08531583	0	0	421.8611433
0.385416667	0	0	0	0	30	5	5	5	16.8725218	16.41	0.085329037	0	0	421.8611433
0.388888889	0	0	0	0	30	5	5	5	16.8285551	16.41	0.085342457	0	0	421.8611433
0.392361111	0	0	0	0	30	5	5	5	16.78529315	16.41	0.085356092	0	0	421.8611433
0.395833333	0	0	0	0	30	5	5	5	16.74273797	16.41	0.085369938	0	0	421.8611433
0.399305556	0	0	0	0	30	5	5	5	16.70089135	16.41	0.085383996	0	0	421.8611433
0.402777778	0	0	0	0	30	5	5	5	16.65975484	16.41	0.085398264	0	0	421.8611433
0.40625	0	0	0	0	30	5	5	5	16.61932977	16.41	0.085412741	0	0	421.8611433
0.409722222	0	0	0	0	30	5	5	5	16.57961721	16.41	0.085427426	0	0	421.8611433
0.413194444	0	0	0	0	30	5	5	5	16.54061802	16.41	0.085442318	0	0	421.8611433
0.416666667	0	0	0	0	30	5	5	5	16.50233282	16.41	0.085457417	0	0	421.8611433
0.420138889	0	0	0	0	30	5	5	5	16.464762	16.41	0.08547272	0	0	421.8611433
0.423611111	0	0	0	0	30	5	5	5	16.42790571	16.41	0.085488228	0	0	421.8611433
0.427083333	0	0	0	0	30	5	5	5	16.39176388	16.41	0.085503939	0	0	421.8611433
0.430555556	0	0	0	0	30	5	5	5	16.35633621	16.41	0.085519852	0	0	421.8611433
0.434027778	0	0	0	0	30	5	5	5	16.32162217	16.41	0.085535966	0	0	421.8611433
0.4375	0	0	0	0	30	5	5	5	16.287621	16.41	0.08555228	0	0	421.8611433
0.440972222	0	0	0	0	30	5	5	5	16.25433174	16.41	0.085568794	0	0	421.8611433
