t	X_CHL	X_ALG	X_CH	X_LI	S_CO2	S_A	S_F	S_O2	S_NH	S_NO	S_P	X_N_ALG	X_P_ALG	Q
15.29861111	0	0	0	0	30	5	5	5	40.71	3.46	0.03	0	0	449.06
15.30208333	0	0	0	0	30	5	5	5	40.71	3.46	0.03	0	0	449.06
15.30555556	0	0	0	0	30	5	5	5	40.71	3.46	0.03	0	0	449.06
15.30902778	0	0	0	0	30	5	5	5	40.71	3.46	0.03	0	0	449.06
15.3125	0	0	0	0	30	5	5	5	40.71	3.46	0.03	0	0	449.06
15.31597222	0	0	0	0	30	5	5	5	40.71	3.46	0.03	0	0	449.06
15.31944444	0	0	0	0	30	5	5	5	40.7	3.46	0.03	0	0	449.06
15.32291667	0	0	0	0	30	5	5	5	40.7	3.46	0.03	0	0	449.06
15.32638889	0	0	0	0	30	5	5	5	40.69	3.46	0.03	0	0	449.06
15.32986111	0	0	0	0	30	5	5	5	40.68	3.46	0.03	0	0	449.06
15.33333333	0	0	0	0	30	5	5	5	40.68	3.46	0.03	0	0	449.06
15.33680556	0	0	0	0	30	5	5	5	40.67	3.46	0.03	0	0	449.06
15.34027778	0	0	0	0	30	5	5	5	40.67	3.46	0.03	0	0	449.06
15.34375	0	0	0	0	30	5	5	5	40.66	3.46	0.03	0	0	449.06
15.34722222	0	0	0	0	30	5	5	5	40.66	3.46	0.03	0	0	449.06
15.35069444	0	0	0	0	30	5	5	5	40.65	3.46	0.03	0	0	449.06
15.35416667	0	0	0	0	30	5	5	5	40.65	3.46	0.03	0	0	449.06
15.35763889	0	0	0	0	30	5	5	5	40.64	3.46	0.03	0	0	449.06
15.36111111	0	0	0	0	30	5	5	5	40.64	3.46	0.03	0	0	449.06
15.36458333	0	0	0	0	30	5	5	5	40.63	3.46	0.03	0	0	449.06
15.36805556	0	0	0	0	30	5	5	5	40.62	3.46	0.03	0	0	449.06
15.37152778	0	0	0	0	30	5	5	5	40.62	3.46	0.03	0	0	449.06
15.375	0	0	0	0	30	5	5	5	40.61	3.46	0.03	0	0	449.06
15.37847222	0	0	0	0	30	5	5	5	40.61	3.46	0.03	0	0	449.06
15.38194444	0	0	0	0	30	5	5	5	40.6	3.46	0.03	0	0	449.06
15.38541667	0	0	0	0	30	5	5	5	40.6	3.46	0.03	0	0	449.06
15.38888889	0	0	0	0	30	5	5	5	40.59	3.46	0.03	0	0	449.06
15.39236111	0	0	0	0	30	5	5	5	40.59	3.46	0.03	0	0	449.06
15.39583333	0	0	0	0	30	5	5	5	40.58	3.46	0.03	0	0	449.06
15.39930556	0	0	0	0	30	5	5	5	40.58	3.46	0.03	0	0	449.06
15.40277778	0	0	0	0	30	5	5	5	40.57	3.46	0.03	0	0	449.06
15.40625	0	0	0	0	30	5	5	5	40.56	3.46	0.03	0	0	449.06
15.40972222	0	0	0	0	30	5	5	5	40.56	3.46	0.03	0	0	449.06
15.41319444	0	0	0	0	30	5	5	5	40.55	3.46	0.03	0	0	449.06
15.41666667	0	0	0	0	30	5	5	5	40.55	3.46	0.03	0	0	449.06
15.42013889	0	0	0	0	30	5	5	5	40.54	3.46	0.03	0	0	449.06
15.42361111	0	0	0	0	30	5	5	5	40.54	3.46	0.03	0	0	449.06
15.42708333	0	0	0	0	30	5	5	5	40.53	3.46	0.03	0	0	449.06
15.43055556	0	0	0	0	30	5	5	5	40.53	3.46	0.03	0	0	449.06
15.43402778	0	0	0	0	30	5	5	5	40.52	3.46	0.03	0	0	449.06
15.4375	0	0	0	0	30	5	5	5	40.52	3.46	0.03	0	0	449.06
15.44097222	0	0	0	0	30	5	5	5	40.51	3.46	0.03	0	0	449.06
15.44444444	0	0	0	0	30	5	5	5	40.5	3.46	0.03	0	0	449.06
15.44791667	0	0	0	0	30	5	5	5	40.5	3.46	0.03	0	0	449.06
15.45138889	0	0	0	0	30	5	5	5	40.49	3.46	0.03	0	0	449.06
15.45486111	0	0	0	0	30	5	5	5	40.49	3.46	0.03	0	0	449.06
